show_id,type_x,title,director,country,date_added,release_year,rating,duration,listed_in,index,id,type_y,description,age_certification,runtime,imdb_id,imdb_score,imdb_votes
s4346,Movie,Once a Gangster,Felix Chong,Hong Kong,12/1/2018,2010,TV-MA,95 min,"Action & Adventure, Comedies, International Movies",652,tm92671,MOVIE,"Roast Pork joins the triad as a young man and ends up becoming a trusted lieutenant of boss Kerosene. However, his true passion is in his successful chain of restaurants, his loving wife, and his two children. So when Kerosene wants to promote his trusted right hand man to the top of the organization as a way to take on his financial debts, it's understandable why Roast Pork would want to refuse. Roast Pork comes up with an intricate scheme with his men that would take himself out of the running, but Kerosene's intervention causes it to fail. When all hopes appears to be lost, lifelong gangster Sparrow is released from jail after serving a 20-year sentence for committing a gang-related murder that earned him a guarantee for the leader spot. However, Sparrow has made his own plans to stay out of the gang, setting off a battle of wits between the two men.",,95,tt1611840,5.7,481.0
s4349,Movie,SDU: Sex Duties Unit,Gary Mak,Hong Kong,12/1/2018,2013,TV-MA,96 min,"Comedies, International Movies",1094,tm183654,MOVIE,"The Special Duties Unit (SDU) is an elite paramilitary tactical unit of the Hong Kong Police Force and is considered one of the world's finest in its role. But being the best carries its own burdens. Like everyone else, they go through troubles with love, with family and with their jobs. And sometimes they get horny.  This touching story is about Special Duties Unit Team B and their trip to Macau for a weekend of unadulterated debauchery.",,94,tt3044248,5.9,479.0
s4352,Movie,A Christmas Prince: The Royal Wedding,John Schultz,United States,11/30/2018,2018,TV-PG,93 min,"Children & Family Movies, Dramas, Romantic Movies",2519,tm438995,MOVIE,"A year after Amber helped Richard secure the crown. The two are set to tie the knot in a royal Christmas wedding â€” but their plans are jeopardized when Amber finds herself second-guessing whether or not she's cut out to be queen, and Richard is faced with a political crisis that threatens to tarnish not only the holiday season but the future of the kingdom.",PG,101,tt8709036,5.3,10658.0
s4356,Movie,Happy as Lazzaro,Alice Rohrwacher,Italy,11/30/2018,2018,PG-13,127 min,"Dramas, Independent Movies, International Movies",1925,tm410742,MOVIE,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquiseâ€™s son will change his world.",PG-13,125,tt6752992,7.5,17716.0
s4358,Movie,Manto,Nandita Das,India,11/30/2018,2018,TV-MA,114 min,"Dramas, Independent Movies, International Movies",2612,tm409456,MOVIE,"In Bombay's seedy-shiny film world, Manto and his stories are widely read and accepted. But as sectarian violence engulfs the nation, Manto makes the difficult choice of leaving his beloved Bombay. In Lahore, he finds himself bereft of friends and unable to find takers for his writings.",,112,tt6923462,7.3,4222.0
s4359,Movie,Rajma Chawal,Leena Yadav,India,11/30/2018,2018,TV-MA,119 min,"Comedies, Dramas, International Movies",2689,tm431928,MOVIE,"A father attempts to reconnect with his estranged son through social media, a new world for him.",,129,tt6747420,5.7,1815.0
s4361,Movie,The World Is Yours,Romain Gavras,France,11/30/2018,2018,TV-MA,101 min,"Action & Adventure, Comedies, International Movies",2167,tm372318,MOVIE,"To escape his life of crime, a Paris drug dealer takes on one last job involving Spain, unhinged gangsters, his longtime crush and his scheming mother.",R,94,tt6892462,6.3,4246.0
s4362,Movie,Time Share,Sebastián Hofmann,Mexico,11/30/2018,2018,TV-MA,96 min,"Dramas, Independent Movies, International Movies",2696,tm362121,MOVIE,"While staying at a tropical resort, a man becomes convinced the American timeshare company running it has an evil plan to take away his loved ones.",,96,tt6444140,5.9,2762.0
s4370,Movie,The Christmas Chronicles,Clay Kaytis,United States,11/22/2018,2018,TV-PG,104 min,"Children & Family Movies, Comedies",2155,tm436844,MOVIE,"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas.",PG,104,tt2990140,7.0,71182.0
s4371,Movie,The Tribe,Fernando Colomo,Spain,11/21/2018,2018,TV-MA,91 min,"Comedies, International Movies",2449,tm372054,MOVIE,"A cleaner woman with vocational street dancer tries to recover her long-stranded son that she gave for adoption, a former CEO who lost everything, including his memories.",,90,tt6708044,5.8,2627.0
s4374,Movie,Puppy Star Christmas,Robert Vince,United States,11/20/2018,2018,PG,91 min,"Children & Family Movies, Comedies",2888,tm444576,MOVIE,"The Pup Star family just got bigger! And the new pups: Cindy, Rosie, Charlie, and Brody will have to learn the true meaning of Christmas. When Pup Starâ€™s mean team, scheme to ruin Christmas, the pups end up in the North Pole to save Santa and the holiday spirit. Their adventure is filled with great pup-tastic songs to spread holiday cheer all year round.",PG,90,tt8861786,3.6,248.0
s4375,Movie,Sabrina,Rocky Soraya,Indonesia,11/20/2018,2018,TV-MA,114 min,"Horror Movies, International Movies",2607,tm371619,MOVIE,"Maira lives happily with Aiden, a doll maker and toy company owner. But Vanya, their adopted daughter and Aiden's niece, is still dealing with the loss of her birth mother. After Vanya plays Charlie's Pencil to summon her late mother, strange things begin to happen.",,98,tt7981492,4.2,1712.0
s4376,Movie,Target,Raditya Dika,Indonesia,11/20/2018,2018,TV-14,91 min,"Comedies, Horror Movies, International Movies",2714,tm407730,MOVIE,"Trapped in an empty building, nine people are forced to play a lethal game. All their movements will be recorded, and only one player can survive.",,93,tt8512320,3.9,496.0
s4378,Movie,Trevor Noah: Son of Patricia,David Paul Meyer,United States,11/20/2018,2018,TV-MA,64 min,Stand-Up Comedy,2523,tm440996,MOVIE,"Trevor Noah gets out from behind the ""Daily Show"" desk and takes the stage for a stand-up special that touches on racism, immigration, camping and more.",R,63,tt9170648,7.3,3970.0
s4383,Movie,Cam,Daniel Goldhaber,United States,11/16/2018,2018,TV-MA,95 min,"Horror Movies, Independent Movies, Thrillers",1838,tm420348,MOVIE,A young camgirl discovers that sheâ€™s inexplicably been replaced on her site with an exact replica of herself.,,95,tt8361028,5.9,31042.0
s4384,Movie,Nothing to Hide,Fred Cavayé,France,11/16/2018,2018,TV-MA,94 min,"Comedies, Dramas, International Movies",2156,tm359150,MOVIE,"To spice up a dinner party, old friends agree to share every private message that pops up on their phones -- with disastrous results.",,93,tt7489816,6.8,14876.0
s4386,Movie,The Ballad of Buster Scruggs,"Joel Coen, Ethan Coen",United States,11/16/2018,2018,R,133 min,"Comedies, Dramas",1767,tm425889,MOVIE,"Vignettes weaving together the stories of six individuals in the old West at the end of the Civil War. Following the tales of a sharp-shooting songster, a wannabe bank robber, two weary traveling performers, a lone gold prospector, a woman traveling the West to an uncertain future, and a motley crew of strangers undertaking a carriage ride.",R,132,tt6412452,7.3,141528.0
s4399,Movie,Loudon Wainwright III: Surviving Twin,Christopher Guest,United States,11/13/2018,2018,TV-14,92 min,Music & Musicals,2766,tm443283,MOVIE,Grammy-winning singer Loudon Wainwright III reflects upon his unique relationship with his father in an evening of original songs and heartfelt stories.,,91,tt9203030,7.1,94.0
s4391,Movie,Christmas Wedding Planner,Justin G. Dyck,Canada,11/15/2018,2017,PG,86 min,"Comedies, International Movies, Romantic Movies",2563,tm363329,MOVIE,"Wedding Planner, Kelsey Wilson, is about to have her big break: planning her beloved cousin's lavish and exclusive wedding. Everything is going smoothly until Connor McClane, a devilishly handsome private investigator, shows up and turns Kelsey's world upside-down. Hired by a secret source, Connor quickly disrupts the upcoming nuptials but wins Kelsey's heart in the process.",PG,86,tt7074092,4.3,5913.0
s4393,Movie,May the Devil Take You,Timo Tjahjanto,Indonesia,11/15/2018,2018,TV-MA,111 min,"Horror Movies, International Movies",1938,tm414962,MOVIE,"Hoping to find answers to her estranged father's mysterious illness, a young woman visits his old villa and uncovers a horrifying truth from the past.",R,110,tt8765496,5.9,4209.0
s4398,Movie,BuyBust,Erik Matti,Philippines,11/13/2018,2018,TV-MA,128 min,"Action & Adventure, International Movies",2437,tm366019,MOVIE,"A special forces team is sent to snuff out a drug den, but find themselves trapped inside it after being set-up and betrayed.",,127,tt5938084,5.8,1874.0
s4403,Movie,Lommbock,Christian Zübert,Germany,11/9/2018,2017,TV-MA,106 min,"Comedies, International Movies",2409,tm244300,MOVIE,Sequel to Lammbock. Stefan and Kai meet again after years. Stefan became a successful lawyer in Dubai while Kai is stuck in their home town. Kai has relationship issues and is trying hard to get in touch with his step son who is getting in serious trouble with some drug dealers. Can Kai and Stefan solve his problems? And what happened to their old friend Frank?,,102,tt5075584,6.7,3647.0
s4405,Movie,Outlaw King,David Mackenzie,United Kingdom,11/9/2018,2018,R,122 min,"Action & Adventure, Dramas",1827,tm319818,MOVIE,"Forced into exile by the English after being crowned King of Scotland, legendary warrior Robert the Bruce fights to reclaim the throne.",R,121,tt6679794,6.9,69834.0
s4417,Movie,ReMastered: Tricky Dick & The Man in Black,Sara Dosa,United States,11/2/2018,2018,TV-14,59 min,"Documentaries, Music & Musicals",2515,tm441060,MOVIE,"This documentary chronicles Johnny Cash's 1970 visit to the White House, where Cash's emerging liberal ideals clashed with Richard Nixon's policies.",,58,tt9244438,7.1,1463.0
s4418,Movie,The Holiday Calendar,Bradley Walsh,United States,11/2/2018,2018,TV-G,95 min,"Dramas, Romantic Movies",2671,tm438994,MOVIE,A talented photographer stuck in a dead-end job inherits an antique Advent calendar that may be predicting the future -- and pointing her toward love.,,95,tt8262802,5.7,9985.0
s4419,Movie,The Other Side of the Wind,Orson Welles,France,11/2/2018,2018,R,122 min,"Classic Movies, Dramas, Independent Movies",1928,tm139885,MOVIE,"Surrounded by fans and skeptics, grizzled director J.J. ""Jake"" Hannaford returns from years abroad in Europe to a changed Hollywood, where he attempts to make his innovative comeback film.  This film was started in 1970 but never completed during Welles lifetime.",R,122,tt0069049,6.7,7104.0
s4421,Movie,Aagey Se Right,Indrajit Nattoji,India,11/1/2018,2009,TV-14,117 min,"Comedies, International Movies, Music & Musicals",589,tm144263,MOVIE,"Aage Se Right is the story of chance, co-incidence and real life humor based in the present day Mumbai. The film spans over five days of panic, chaos and mayhem!!!",G,117,tt1479667,5.2,406.0
s4422,Movie,Aamir,Raj Kumar Gupta,India,11/1/2018,2008,TV-14,95 min,"International Movies, Thrillers",570,tm49865,MOVIE,A doctor of Indian origin returning to Mumbai from London is forced to participate in a terrorist plot.,NC-17,99,tt1241195,7.6,11241.0
s4423,Movie,ABCD 2,Remo D'Souza,India,11/1/2018,2015,TV-14,146 min,"Dramas, International Movies, Music & Musicals",1584,tm207668,MOVIE,"Childhood friends Suresh and Vinnie want to become successful dancers. To fulfill their dreams, they form a dance group with their friends and compete in a hip-hop contest in Las Vegas.",PG,154,tt3679000,5.4,6258.0
s4427,Movie,Barfi!,Anurag Basu,India,11/1/2018,2012,TV-14,144 min,"Comedies, Dramas, International Movies",752,tm68436,MOVIE,"He is cute. He's shrewd. The girls love him. The cops hate him. He can't speak but is always talked about. His naughty antics will make you scream, but he will never listen. Cos he can't! Next summer ride a rollercoaster of emotions with Barfii - the Chalu Chaplin!",G,151,tt2082197,8.1,80643.0
s4428,Movie,Chance Pe Dance,Ken Ghosh,India,11/1/2018,2010,TV-14,121 min,"Comedies, Dramas, International Movies",607,tm95507,MOVIE,"Sameer is the archetypal struggler who leaves his dad in Delhi and comes to Mumbai, chasing dreams of becoming a star in Bollywood. Does he manage to survive the bleak and grueling rounds of endless auditions, broken promises and missed chances?",G,121,tt1392744,4.8,2968.0
s4430,Movie,Chup Chup Ke,"Priyadarshan, Kookie V. Gulati",India,11/1/2018,2006,TV-14,158 min,"Comedies, Dramas, International Movies",536,tm29731,MOVIE,"A debt-ridden young man attempts suicide, but is rescued only to find that his luck is finally turning.",G,165,tt0464160,6.9,10528.0
s4432,Movie,Dhan Dhana Dhan Goal,Vivek Agnihotri,United Kingdom,11/1/2018,2007,TV-14,157 min,"Dramas, International Movies, Music & Musicals",543,tm75544,MOVIE,A bankrupt soccer team must win the championship or break apart.,PG,167,tt1120897,5.0,2603.0
s4434,Movie,Do Dooni Chaar,Habib Faisal,India,11/1/2018,2010,TV-PG,106 min,"Comedies, International Movies",554,tm97982,MOVIE,A middle-class father in India struggles through a series of unexpected events for upholding respect and smiles.,PG,146,tt1714832,7.5,5551.0
s4435,Movie,Edge of Fear,Bobby Roth,United States,11/1/2018,2018,TV-MA,92 min,"Independent Movies, Thrillers",2500,tm427143,MOVIE,"After being stabbed in the heart by ruthless home invaders, a man is left for dead. Now weak, outnumbered, and knife sticking from his chest, he attempts to do the impossible: save his wife from these murderers before he bleeds to death.",R,91,tt7149916,4.5,3124.0
s4439,Movie,Ghanchakkar,Raj Kumar Gupta,India,11/1/2018,2013,TV-MA,129 min,"Comedies, International Movies, Thrillers",1056,tm183805,MOVIE,A safe cracker claims he has lost his memory when two criminals come calling for their cut of the bank heist loot.,PG,137,tt2246724,5.8,5019.0
s4440,Movie,Grandmaster,B. Unnikrishnan,India,11/1/2018,2012,TV-14,133 min,"International Movies, Thrillers",795,tm71992,MOVIE,"Chandrashekhar lives alone in a dark and violent city. Even with crime occurring all around him, he withdraws from all responsibility and lives quietly. Soon, change is forced upon him in order to catch a serial killer. Like a grandmaster who anticipates his opponents moves well in advance, he proceeds forward. But only once, just once, he makes a fatal mistake.",,130,tt2345561,6.9,2165.0
